s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 1.5200000E+002, 0.0000000E+000, 1.6185078E-003,-3.4705013E-002,-3.0147894E-002,-3.1485969E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3947211E-003,-3.7809409E-001, 1.7642343E-004
 1.5280000E+002, 0.0000000E+000, 1.6385299E-003,-3.9004991E-002,-2.5501359E-002,-2.5929115E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0100896E-004,-3.2215897E-001, 1.7683840E-004
 1.5360001E+002, 0.0000000E+000, 1.6272675E-003,-3.0782934E-002,-2.3477694E-002,-2.5384824E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0455238E-003,-3.0648160E-001, 1.7724659E-004
 1.5439999E+002, 0.0000000E+000, 1.6179556E-003,-2.9070472E-002,-2.4391895E-002,-2.6142453E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8456342E-004,-3.1326894E-001, 1.7764763E-004
 1.5520000E+002, 0.0000000E+000, 1.6176049E-003,-2.6706335E-002,-2.7542961E-002,-2.9374460E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1681932E-004,-3.4637629E-001, 1.7803825E-004
 1.5600000E+002, 0.0000000E+000, 1.6247619E-003,-3.1426090E-002,-2.7251845E-002,-2.8550184E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6910180E-004,-3.4255501E-001, 1.7841945E-004
 1.5680000E+002, 0.0000000E+000, 1.6291923E-003,-3.1526242E-002,-2.4387889E-002,-2.5274616E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2493294E-004,-3.0703110E-001, 1.7879452E-004
 1.5760001E+002, 0.0000000E+000, 1.6195554E-003,-2.8434775E-002,-2.3925152E-002,-2.5512275E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7844617E-004,-3.0586312E-001, 1.7916479E-004
 1.5839999E+002, 0.0000000E+000, 1.6013138E-003,-2.9369443E-002,-2.5229149E-002,-2.5671149E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6976951E-004,-3.0970877E-001, 1.7604612E-004
 1.5920000E+002, 0.0000000E+000, 1.5937132E-003,-2.5011761E-002,-2.5140101E-002,-2.6316680E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5806763E-005,-3.1172495E-001, 1.7578213E-004
 1.6000999E+002, 0.0000000E+000, 1.5909946E-003,-2.5518849E-002,-2.3369178E-002,-2.5070379E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3478297E-004,-2.9800083E-001, 1.7638814E-004
 1.6081000E+002, 0.0000000E+000, 1.5818204E-003,-2.0977190E-002,-2.3527819E-002,-2.6010357E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9017146E-004,-3.0302675E-001, 1.7711852E-004
 1.6161000E+002, 0.0000000E+000, 1.5837101E-003,-2.3770860E-002,-2.4223365E-002,-2.6091508E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0142750E-004,-3.0732559E-001, 1.7786468E-004
